"src_latitude","src_longitude","n"
"24.4577","89.708","1673"
"32.2402","34.9158","24"
"12.9981","15.7375","9068"
"50.7167","1.6167","41"
"54.9836","37.5625","344"
"51.7043","-3.3131","65"
"41.5159","2.1246","658"
"34.1578","-118.6384","106"
"40.2273","-84.4957","60"
"10.2983","-67.7161","4809"
"34.1624","-118.1275","83"
"-21.5415","-46.6225","27"
"43.7122","-79.2843","34"
"-10.8","-65.3833","49"
"11.1167","76.1167","1863"
"-6.4301","-35.0505","16"
"-24.3623","-65.136","6"
"37.5729","126.9793","4"
"43.6665","-79.8054","117"
"-20.0964","-49.4885","16"
"49.4573","10.8533","17"
"34.9062","139.1154","454"
"23.1113","89.0906","25"
"35.4089","139.9431","2"
"11.2631","106.614","439"
"26.4527","-81.9501","51"
"-19.6369","-46.1981","12"
"36.4333","139.9167","5"
"-38.1833","145.0833","31"
"49.7","15.2833","39"
"41.9044","13.8796","2"
"51.6207","-1.1098","26"
"-33.1","18.0333","116"
"0.0167","37.0667","16"
"46.1134","12.8924","16"
"52.5757","15.679","33"
"32.7245","130.6726","7"
"50.0804","18.4604","6"
"33.7044","8.969","39"
"52.2491","8.0367","26"
"10.6353","-61.3547","1488"
"42.9479","-81.4351","4"
"10.1806","-63.5611","9073"
"42.5075","19.1942","4"
"43.2716","-2.0491","27"
"19.5512","-97.2492","3"
"36.339","138.435","16"
"38.55","-0.4512","6"
"34.6724","135.5547","5080"
"-26.0569","-53.5528","35"
"52.371","9.6498","16"
"43.6138","-116.3972","17"
"46.9742","15.3375","8"
"36.1464","-95.9526","29"
"49.3465","8.1491","646"
"53.5078","-113.3723","3870"
"30.8641","-92.1466","30"
"33.5806","130.276","48"
"49.1992","18.8215","8150"
"38.7718","-88.5065","113"
"54.6751","25.3049","2"
"45.2001","-74.866","20"
"54.3333","10.1333","11"
"18.4065","-91.6696","609"
"45.2483","-94.1061","1873"
"48.2503","12.5215","9"
"40.612","-80.0649","6"
"48.2333","15.55","244"
"14.9833","-87.9","51"
"44.4514","28.7364","2"
"-34.4531","150.8475","34"
"38.7167","-0.65","4"
"43.3833","-0.6","3"
"54.5597","-3.1579","24"
"45.1","25.7667","4"
"40.9725","14.5428","5"
"46.8","13.5","4"
"39.8444","-74.1973","74"
"16.1851","-93.2688","114"
"20.3108","81.0711","84"
"49.65","13.5167","4"
"52.2422","20.9015","14"
"13.1","-86.0","103"
"35.3195","139.1096","5"
"43.7167","10.3833","14"
"-30.85","-64.9833","34"
"37.8357","65.2106","103"
"50.0677","19.9452","7"
"19.4977","-98.8927","184"
"43.1498","6.0742","31"
"32.6954","-97.0876","14"
"50.4667","4.3667","79"
"46.4201","15.8702","29"
"-7.7333","-41.6667","1"
"45.4348","11.9747","2"
"19.2633","-103.751","5112"
"39.852","-75.5007","114"
"52.4031","13.2601","7"
"46.0537","-99.3164","26"
"38.8071","-121.1698","2"
"43.5221","-72.8691","8"
"42.3173","-85.1782","16"
"35.6347","139.6278","410"
"51.734","19.4916","22"
"45.6521","9.0394","29"
"46.3928","15.5744","94"
"36.261","2.2201","24"
"3.1729","101.7334","473"
"30.6","30.2","1850"
"50.0734","19.9238","7"
"41.4806","-7.6652","18"
"45.8925","13.5017","3"
"45.5263","-73.6649","16"
"49.7537","6.6393","8"
"54.1555","32.2607","317137"
"45.1039","41.0494","293"
"59.6644","30.1147","12"
"52.7897","15.1592","14"
"42.5414","-75.5274","2"
"45.1936","11.3023","24"
"30.1502","-94.0008","1"
"38.2278","27.9696","3"
"50.8762","-119.9107","6"
"44.9318","26.3011","2"
"55.3603","54.6153","95"
"-29.1353","-52.5751","526"
"49.5481","5.9289","5"
"37.05","140.8833","9"
"34.2087","134.7324","1"
"59.9167","16.6","3"
"4.3674","100.8604","697"
"50.2496","8.6428","2"
"52.384","16.818","7"
"-31.35","-64.25","47"
"44.7167","25.4167","6"
"45.289","8.5929","6"
"44.8719","-98.5112","4"
"40.7862","15.3079","3"
"35.8405","139.5886","17"
"23.9236","112.7444","4"
"44.7475","20.9761","5489"
"54.1615","8.8644","3"
"51.7969","-0.1871","140"
"46.4833","18.6833","5"
"34.6153","-96.8423","1"
"37.9292","139.1002","6"
"22.8167","72.9333","8"
"35.4276","140.1898","113"
"50.8752","21.3129","2"
"43.7633","16.615","114"
"54.9522","20.2233","226"
"51.7371","19.4906","7"
"52.3064","20.9375","2"
"42.9969","-84.3649","3"
"-36.95","-60.15","14"
"49.7593","7.7888","4"
"48.8488","-0.5521","8"
"50.2852","3.3149","3"
"52.2645","9.7644","4"
"35.6372","139.6457","1"
"52.5562","4.8456","2"
"34.11","-117.2955","17"
"44.7601","-93.2748","73"
"48.5448","-3.395","4"
"39.5953","-79.9229","2"
"36.5804","9.5124","1"
"40.8247","-96.6252","4"
"-13.8027","-51.1534","10"
"47.0","15.3833","8"
"50.0167","17.1","5"
"51.1027","17.0338","2"
"45.9286","12.7381","150"
"35.1948","136.8954","644"
"35.5085","139.4228","2"
"57.1667","13.7333","2"
"45.2928","10.2685","2"
"51.1427","17.0637","4"
"40.6747","-95.8619","3"
"18.2502","78.4381","3"
"-20.2439","57.5892","2"
"51.7902","10.9551","2"
"48.0168","9.5006","1"
"36.1579","-86.8608","3"
"33.556","130.4425","1"
"59.8106","10.8039","1"
"44.55","28.5667","2"
"43.35","-8.2","2"
"40.0713","-74.5067","427"
"42.5964","13.7356","115"
"42.7402","-2.845","4"
"51.0915","17.045","2"
"-37.9833","145.3167","2"
"41.9766","-83.2804","854"
"56.0682","12.5578","1"
"41.6667","1.8667","1"
"40.442","-79.9519","1"
"47.4617","-1.2781","1"
"44.5543","-69.6178","1"
"43.3877","0.1512","1"
"45.4634","4.7685","10"
"33.7866","-118.2987","5"
"36.8298","-76.3146","1"
"-34.5713","150.7757","4"
"32.861","130.8026","1"
"35.4948","140.1216","46"
"51.9333","7.35","2"
"42.6206","-82.9608","3"
"39.9651","-74.8067","227"
"13.6589","-89.1831","3"
"35.7851","139.8595","1"
"54.1333","9.4167","3"
"17.1102","121.9287","231"
"52.3928","16.9451","2"
"31.377","-110.9435","1"
"30.3","71.9333","3"
"52.3871","13.0993","2"
"45.963","12.6164","1"
"40.7597","36.3225","45"
"34.4586","132.463","46"
"-9.7933","-36.2857","113"
"50.7221","-1.7842","3"
"38.3774","-81.8305","1"
"34.6565","135.5725","2"
"52.1443","21.0258","105"
"35.5355","139.4251","113"
"48.3491","-0.5787","2"
"51.9961","13.0798","2"
"43.4607","1.5674","2"
"38.1093","-7.8564","1"
"46.2099","-94.2527","2"
"54.0528","13.772","2"
"-5.5031","-45.2369","2"
"49.6837","8.6184","3"
"36.115","-115.2165","1"
"50.9055","7.0414","2"
"48.7149","6.2614","3"
"37.2449","138.9623","1"
"33.3406","44.4009","2649814"
"59.3333","18.05","4398230"
"49.9808","36.2527","29749253"
"48.347","38.0542","3742750"
"-30.8167","-63.7167","136571"
"10.0739","-69.3228","8004930"
"-23.0716","-45.4974","90540"
"41.1078","121.1417","294131"
"35.6667","139.7167","4557"
"54.88","52.33","390543"
"55.6993","-114.4529","251080"
"56.0289","45.0361","801084"
"47.6092","-122.3314","61613287"
"-37.8361","145.0042","9962"
"55.7503","38.0042","805880"
"59.3247","18.056","910797"
"20.1085","-98.7561","978503"
"-21.2503","-43.8417","204661"
"6.6143","3.3244","3186"
"37.6433","127.0077","440515"
"22.4333","114.0333","63988"
"35.565","45.4329","306067"
"49.5552","27.9658","160088"
"51.66","19.3532","240679"
"30.4207","-9.5932","2479517"
"10.2667","105.8667","546361"
"22.3667","114.1","417426"
"-11.0647","-77.6","1002"
"-17.7992","-49.0923","162619"
"42.36","-71.0545","30037"
"37.4367","-2.7248","840"
"-34.1708","-70.7444","72868"
"24.3644","88.6049","670990"
"38.1608","-85.7807","480"
"42.4337","-83.0434","1748"
"42.0","19.0","1581"
"48.962","20.4723","140"
"44.3819","26.1227","1101200"
"7.0694","100.6","9019"
"43.5352","1.2294","7026"
"48.7872","2.4033","2520"
"17.7168","100.5445","254615"
"51.0915","-114.2073","2473"
"40.6805","-73.8442","84"
"52.49","82.77","212544"
"7.3081","125.6842","2055"
"3.1238","101.6841","30060"
"-6.351","106.8765","752315"
"31.8972","54.3675","5456"
"-29.3625","-50.9032","811791"
"-42.7667","-65.05","66302"
"40.6759","-74.2944","7569"
"38.2747","140.8589","305304"
"19.3761","-97.6205","13948"
"-22.3468","-50.9199","23889"
"31.9487","119.1655","2725"
"25.9666","106.908","3250"
"4.9333","-52.3333","9831"
"19.65","-70.8833","603"
"51.033","2.377","31"
"-2.6991","-45.1224","307"
"-37.15","-58.4833","23514"
"29.5833","74.3167","57736"
"-27.7063","-53.0022","42314"
"51.9279","-0.5015","1202"
"33.4679","-84.4806","73170"
"-22.6947","-47.0173","65458"
"44.3346","9.212","2647"
"35.0221","-80.5318","1927"
"31.1481","-85.3718","1146"
"42.9999","-89.5522","3076"
"46.6506","14.3539","3213"
"42.2","25.3333","1086"
"53.1857","18.0343","65905"
"40.8703","-73.8525","3301"
"21.8823","-102.2826","27125"
"36.8671","42.9884","32510"
"-20.9163","-47.0145","3199"
"26.7492","-80.0725","675"
"43.9427","10.2975","273"
"53.1403","23.1652","5548"
"34.1413","-118.6599","73"
"25.2934","32.554","78534"
"36.0833","140.1167","1507"
"-33.8867","151.1975","30161"
"-38.15","-58.7833","1240"
"38.5117","-77.9928","500"
"45.1407","27.5232","334"
"-33.0478","-71.6011","41176"
"21.5333","107.4","1668"
"34.7448","-86.6704","291"
"51.4519","0.1792","148"
"34.8921","-82.4002","15919"
"7.0847","-70.7591","1712"
"52.0732","5.1153","1030"
"40.6105","-74.2813","128"
"44.3023","86.0369","7664"
"41.3507","-72.1062","2507"
"42.8072","143.6534","3477"
"2.2257","102.2563","1136"
"48.8069","44.5133","29399"
"9.9598","-84.2278","28"
"53.0333","-2.1417","59"
"51.9222","-2.535","30"
"28.1367","-82.461","64"
"47.9927","17.6121","257"
"23.0243","112.4455","12074"
"53.3975","-2.9206","911"
"37.0089","-121.9849","1592"
"30.1088","31.3792","21361"
"53.9698","46.4862","10861"
"34.378","109.2089","3446"
"29.9596","31.2592","3980"
"-5.4687","-35.3566","431"
"33.0562","-117.2688","12"
"48.9","14.8833","102"
"-32.3667","-61.35","658"
"36.6971","137.2488","369"
"39.9875","-0.0392","843"
"42.6333","27.4833","11"
"-23.1977","-49.3942","672"
"32.9334","72.8585","17012"
"37.9077","115.785","71719"
"37.4024","140.3862","1682"
"33.9776","-117.7375","962"
"-27.3614","-52.5749","7404"
"34.0402","-118.7351","294"
"48.8619","2.4506","2535"
"8.1333","4.2667","1048"
"-22.0302","-48.3686","26"
"36.1901","-86.8053","1113"
"51.5759","0.0815","52"
"40.9414","14.2759","147043"
"43.0909","13.6313","40"
"34.8664","135.1942","4"
"30.4068","71.8667","163"
"33.2289","-97.1314","1404"
"50.5873","8.6755","178"
"-34.8","-58.3667","4444"
"13.6915","108.0802","1592"
"45.6623","8.3969","339"
"-30.4","-56.4667","173"
"33.4939","-112.1696","2475"
"16.7","103.0833","153"
"51.4186","-0.2904","143"
"35.6092","140.123","29"
"47.1414","28.6103","86"
"41.593","-93.8592","24"
"6.0313","-75.4333","34"
"-36.7167","-73.1167","5385"
"55.8986","64.8772","203"
"42.6667","23.6","61"
"6.75","100.7","1082"
"42.7859","-87.9873","32"
"34.5833","127.3333","90290"
"52.0417","1.1866","163"
"35.9925","128.3979","18"
"34.7167","135.3333","7"
"62.456","-114.3525","12"
"48.7094","8.9988","8"
"23.7572","120.3222","1041"
"40.7041","-73.6184","199"
"34.7667","137.3833","9"
"-8.5339","-38.9817","108"
"31.3511","34.4016","41"
"51.4895","-2.509","416"
"47.6019","-122.6299","188"
"53.6082","9.9694","32"
"-20.6539","-50.1584","115"
"42.4723","-85.7035","9"
"20.5244","-101.1733","20"
"36.7185","-2.8393","14"
"52.0023","16.3788","28"
"21.3195","-157.8525","1094"
"44.775","-0.2552","25"
"60.0701","10.8644","72"
"40.7793","-81.7008","22"
"-25.3167","31.0167","8"
"39.49","-83.6503","78"
"-22.9734","-51.6974","257"
"36.7991","-119.8016","14"
"52.5205","13.2878","46"
"50.3828","106.1056","635"
"33.7835","-118.1316","42"
"45.2","26.8","1155"
"31.4892","-110.2153","10"
"41.0355","-8.6226","16"
"-29.7289","-51.8175","168"
"33.1586","129.7105","4"
"51.2833","-0.8333","685"
"10.45","-61.4167","3"
"33.8041","-118.1874","30"
"36.8882","-76.3002","224"
"32.9758","-80.1869","704"
"47.9129","11.4217","13"
"33.8821","-80.4028","40"
"8.3303","-71.7561","3778"
"-21.5658","-50.3523","129"
"19.6937","-98.9605","557"
"26.1541","127.7078","23"
"53.6908","-1.6291","126"
"35.7626","139.6682","2062"
"35.4317","106.9942","44"
"48.0667","21.8","28"
"49.7143","28.8338","26"
"42.0167","-8.8333","63"
"16.4793","81.9825","259"
"52.3818","17.1561","20"
"48.4469","25.5694","7015"
"18.7667","-69.4667","57"
"36.48","140.2633","15"
"51.2341","5.9547","12"
"35.0706","-106.5066","20"
"39.03","-84.559","52"
"49.2823","5.8961","42"
"21.1417","-100.9419","143"
"39.484","-9.1015","2"
"30.5708","-97.4094","37"
"42.9297","-78.7434","18"
"38.4432","-122.7547","819"
"50.7324","16.6477","10"
"34.8525","135.2787","73"
"42.0833","24.8167","62"
"32.1336","-111.0973","34"
"36.3817","139.3765","43"
"48.5872","6.0958","342"
"45.7333","4.9167","1696"
"-38.6167","-62.05","508"
"39.3223","-74.6008","37"
"31.8543","-111.0003","98"
"53.1155","6.8806","6"
"49.8833","14.1","66"
"52.4052","19.1635","6"
"42.0984","-88.3691","41"
"35.2575","6.3511","310"
"51.8489","17.9271","22"
"48.72","2.5394","55"
"34.6672","135.4893","5"
"37.0246","-3.6268","29"
"45.4865","9.7915","51"
"35.971","139.7607","14"
"45.3526","-73.7305","47"
"43.8464","20.0414","13"
"46.6985","32.5789","18"
"35.3747","-81.3509","24"
"35.5529","139.5783","1"
"51.4375","6.7428","5"
"38.4456","-91.0206","27"
"52.5323","13.3846","1011"
"55.4397","38.7542","2"
"30.7251","31.6715","130"
"35.7568","139.6165","36"
"52.346","4.8738","9"
"-44.0906","171.2446","31"
"57.1303","35.4642","266"
"44.7642","-63.1049","11"
"42.6067","47.7868","28621"
"12.1167","-61.6167","11"
"15.5","101.0","653"
"19.4939","-99.1108","21"
"45.2492","5.8525","19"
"45.1922","11.4744","12"
"45.77","18.6036","4"
"47.0046","-120.5068","14"
"36.2501","-83.5125","12"
"45.6967","9.0343","520"
"8.1178","-72.2553","227"
"53.5333","7.95","24"
"53.2654","-3.1655","9"
"42.0621","-70.8044","6"
"45.0707","7.5146","21"
"48.1065","-123.4384","399"
"37.4125","-79.9211","4"
"34.7019","135.4854","35003"
"51.672","39.1843","47"
"52.1885","-2.247","6"
"-21.8094","-42.7574","434"
"50.2333","15.7","7"
"51.7725","-3.2468","22"
"50.0796","22.0367","6"
"33.6454","-86.7014","300"
"50.0376","19.9263","14"
"51.2833","114.9167","798"
"42.1667","26.5667","86"
"51.1598","17.1258","34"
"44.04","12.4277","7"
"52.1977","8.3389","5"
"-22.3432","-49.5786","20"
"-32.0","138.3667","2"
"28.0444","76.1083","10"
"32.6722","-96.7774","34"
"42.8812","11.6722","580"
"43.8877","-90.1524","4"
"37.1672","-3.965","14906"
"25.4717","-100.9766","572"
"49.2986","20.6862","18"
"35.5333","139.6667","10"
"40.96","-85.3526","12"
"52.4081","16.9234","9"
"37.7787","13.7139","2"
"3.316","101.3201","3"
"47.3851","8.4258","8"
"37.7149","-97.499","2"
"49.7227","0.7848","47"
"-22.4929","-48.7109","185"
"14.1828","121.2847","6607"
"50.9095","20.6118","5"
"52.2359","20.9724","115"
"47.4","15.8833","21"
"51.9268","15.4857","1"
"29.3889","70.9167","3313"
"49.5026","22.3586","114"
"41.3872","-81.3042","33"
"35.8843","139.6302","5"
"27.4293","102.2","245"
"49.2201","-122.8998","4"
"55.6548","51.9635","264"
"60.0949","5.2271","2"
"40.1625","-111.5987","1"
"45.7914","20.7172","43"
"49.8662","18.6901","18"
"43.2468","-76.3064","114"
"39.5762","16.6345","17"
"40.7219","-74.6707","10"
"53.529","9.4438","2"
"56.3142","43.3622","4"
"25.15","76.3","127"
"34.4584","132.8194","2"
"39.9026","-84.6194","4"
"27.1833","95.3333","236"
"37.6922","-97.3375","2"
"35.1913","138.651","113"
"22.7437","-98.9657","122"
"35.4239","139.6219","25"
"35.1935","-80.8272","1"
"51.1105","16.9631","2"
"35.438","139.9398","569"
"35.6585","139.5581","231"
"50.0131","19.9494","1"
"-21.0041","-49.9397","2"
"45.6797","12.4891","5"
"54.5426","-0.9814","5"
"62.8326","27.6669","10"
"1.3342","103.7228","3"
"-28.5","-59.05","5"
"42.229","-84.4132","1"
"44.1501","-81.033","5"
"45.6049","10.7952","5"
"50.2443","-5.2304","3"
"47.9653","16.2136","2"
"39.9357","-75.1832","1"
"46.2077","11.0964","120"
"26.8914","-111.9826","116"
"49.7005","6.5765","1"
"18.6667","-70.1667","2194"
"41.1189","45.4539","114"
"-20.8817","-46.7744","4"
"35.3672","139.2086","7"
"47.35","17.3","1"
"32.7394","35.2758","1"
"44.4569","136.0122","2"
"41.8833","2.75","4"
"52.0133","48.8025","53"
"47.5833","18.8833","2"
"-22.707","-46.9873","1"
"49.812","-119.5076","5"
"-27.5833","152.8667","7"
"6.1411","102.1763","1"
"40.3433","-86.6613","4"
"52.6808","-1.9276","1"
"46.9286","15.2589","2"
"34.8109","135.3832","47"
"49.501","3.2094","227"
"35.7644","139.6434","8"
"51.1866","19.5484","10"
"46.3342","-73.4774","10"
"47.31","8.5246","4"
"-9.2395","-62.1124","8"
"4.9211","100.5186","2"
"36.5519","136.6842","1"
"57.1528","-2.3624","14"
"39.3299","-93.6761","1"
"40.5217","-87.2526","2"
"24.8153","67.0339","23"
"47.5431","-116.1253","2"
"19.6167","-70.2833","2"
"53.9333","51.2333","5"
"45.5569","8.384","4"
"34.7227","135.5199","1"
"45.6046","8.2848","6"
"46.1808","12.2833","4"
"43.6695","-92.9784","4"
"49.3829","8.6656","3"
"44.8163","-63.7387","3"
"52.0923","-2.3356","2"
"37.864","138.9424","2"
"15.1667","108.8333","230"
"44.39","-73.2171","2"
"47.9809","7.8327","3"
"45.0782","5.7707","3"
"59.9833","45.8","2"
"-33.4833","-70.5333","2"
"52.2237","21.1544","1"
"52.2153","5.5029","2"
"44.2204","-69.5133","2"
"31.9125","131.4168","113"
"37.75","-25.6167","2"
"35.9167","140.1167","1"
"35.7772","139.8334","4"
"40.2202","18.2275","2"
"59.5","48.8","2"
"42.7355","-89.0405","2"
"40.0828","-108.7991","4"
"33.8639","132.7164","1"
"41.5476","-93.6618","39"
"44.7997","-89.6845","2"
"50.039","7.3021","4"
"36.0907","-115.0886","1179994"
"27.6167","113.8535","787000"
"40.739","-74.1697","1323671"
"48.7168","44.5035","10188612"
"37.9842","23.7353","7567602"
"-7.1539","112.6561","163018"
"49.4475","11.0683","145292"
"41.35","36.1667","2697644"
"28.4532","117.9686","272183"
"-27.9449","-50.3525","386053"
"59.4281","25.025","197915"
"39.8333","-0.2667","179818"
"-23.5408","-46.8957","95256"
"52.0975","23.6878","584681"
"5.0689","-75.5174","189594"
"14.4506","120.9828","431922"
"-29.6672","-51.0505","26182"
"40.1688","-74.072","391"
"-29.7425","-51.1362","32732"
"-6.1131","-39.5176","19314"
"7.7667","100.3167","2037"
"-11.0333","-68.7333","99380"
"53.9576","-1.0827","1293"
"52.2333","117.7","1870205"
"14.6362","103.8528","31520"
"-45.8742","170.5036","1484"
"50.0759","22.8577","14"
"9.8421","-83.8504","713310"
"20.3","106.5333","6642"
"46.5922","-120.53","3025"
"50.9426","17.2913","21681"
"57.435","60.0561","57887"
"49.3912","2.7781","528"
"39.0462","-77.1195","394"
"35.6174","10.9947","71855"
"49.2231","18.7394","322908"
"43.137","-2.0757","54592"
"40.8019","-73.9531","113"
"30.9699","103.94","12745"
"55.3647","37.525","719552"
"51.54","43.17","95724"
"-3.873","-59.6814","370787"
"-36.0056","146.7702","5713"
"5.6064","115.9625","22747"
"51.2734","6.6484","1414"
"40.4941","44.7602","236364"
"40.2485","44.4163","62722"
"26.0663","-80.3339","1547"
"20.2167","105.95","59536"
"6.15","73.2667","2977"
"40.2972","-111.6705","27"
"47.3167","17.2667","257"
"43.5142","-79.8845","1395"
"45.3833","27.05","95482"
"30.9161","121.4494","274835"
"50.35","3.5333","5534"
"26.216","-80.2205","772"
"59.6394","30.7647","181864"
"30.5377","31.6788","64371"
"43.1475","-87.905","665"
"45.3078","11.3803","30"
"51.3972","0.1732","6778"
"43.3274","-79.7989","1337"
"21.55","81.7833","224"
"34.7044","135.5323","35306"
"27.35","75.5667","65187"
"44.3494","9.1549","8478"
"21.0528","106.1777","1404"
"-34.3","-71.3167","364"
"30.2623","-97.7465","7267"
"18.0111","-66.6141","345"
"42.0405","-92.9127","667"
"16.1","102.6333","1098"
"43.7301","-79.3935","5136"
"52.6133","38.5203","45737"
"-21.1137","-43.9936","1705"
"37.589","-122.0461","2255"
"-34.4533","-58.5371","121"
"13.7","99.9333","5439"
"25.7886","-100.2102","4234"
"35.5699","129.3107","24"
"45.5644","12.2989","85"
"52.9344","33.4606","210"
"15.9167","108.1333","11762"
"38.2366","-104.6593","421"
"-26.1395","28.2093","345"
"39.1745","-86.5183","2340"
"47.2","26.3667","596"
"44.8431","20.4011","181102"
"-34.0656","151.0127","36219"
"42.0493","-91.7263","2158"
"51.4423","-2.8579","679"
"44.9669","15.9431","7847"
"51.4333","-1.0","122"
"56.0228","12.1975","24"
"35.2722","-80.9543","29329"
"-22.7084","-46.8015","22541"
"38.3467","-121.9519","4"
"35.6828","139.7845","16"
"46.9058","18.0485","834"
"51.0793","16.8938","48"
"42.2946","-82.8667","230"
"59.2333","18.3","92"
"53.0274","27.5597","73810"
"-16.9095","-43.0085","1883"
"23.7406","-99.1388","297"
"55.5429","13.9546","562"
"10.2167","-67.4167","103842"
"9.776","105.4641","20357"
"28.6333","79.8","144443"
"19.6206","-99.2288","126874"
"51.0352","15.12","200"
"32.2177","34.9382","60"
"50.1472","15.1158","74"
"48.2676","19.8247","3093"
"37.6444","14.8668","65"
"44.8111","-73.089","22"
"52.435","4.6416","5"
"58.5052","13.1577","9205"
"43.4485","3.754","16"
"-14.6616","-50.0424","59"
"55.9078","94.7464","23"
"33.438","-111.7118","66"
"37.0383","27.4292","1641"
"46.2716","-63.0165","96"
"47.8391","12.1026","24"
"18.837","-97.089","4790"
"40.8174","-72.9852","113"
"40.0558","-75.0773","99"
"53.3347","-1.352","987"
"35.3427","-94.3784","463"
"45.1042","7.55","303"
"-37.8846","145.2954","376"
"55.6223","-4.5008","5"
"-25.2818","-49.3335","2089"
"19.8387","-98.0317","236"
"54.6819","25.3232","119"
"34.9929","135.7505","286"
"40.5688","-111.8617","45"
"52.5679","1.6598","51"
"50.3296","12.8616","54"
"-26.35","28.7667","16"
"36.471","-83.5552","152"
"14.6","-61.0833","5193"
"18.8398","-97.1013","86525"
"44.7253","21.6181","4"
"19.6825","110.0903","35355"
"57.3019","39.8533","185"
"34.8433","135.5502","1"
"34.4146","-79.377","38"
"-15.4604","28.2418","51793"
"38.0687","-6.5388","734"
"41.3047","-73.1294","122"
"33.558","133.5446","14"
"41.6","1.9167","10"
"27.1991","54.3668","1266"
"53.7567","9.6426","13210"
"37.5735","-122.3225","46"
"51.0684","16.9794","2"
"28.8064","-81.8869","76"
"38.5871","141.1351","3"
"63.0941","21.6236","565"
"51.3319","6.5717","623"
"47.777","19.6709","54"
"-31.2667","-64.3","20"
"-38.8167","-68.0667","173"
"31.44","75.4997","442"
"51.9526","5.243","85"
"14.7333","78.55","3676"
"14.1031","120.9328","1021"
"37.9032","139.0322","83"
"32.8667","72.75","7679"
"41.6226","-83.7257","98"
"43.3235","3.3045","25"
"52.3818","4.8717","751"
"31.5833","130.55","6"
"32.9826","113.0301","21"
"50.9365","6.9781","155"
"51.5299","-3.4011","9"
"51.4852","-0.8407","194"
"35.6664","-88.1195","7"
"52.2204","21.1405","27"
"19.3","100.1667","113"
"49.05","14.4333","7"
"-31.8882","115.8719","38"
"9.2981","-71.0808","4479"
"49.72","13.4267","24"
"45.62","8.9488","108455"
"45.2064","42.0236","7031"
"18.6261","-95.5151","120433"
"55.8","23.1333","10548"
"42.2667","27.7667","21"
"51.9585","5.879","48"
"33.5865","130.4081","24"
"43.3332","0.8513","453"
"53.6408","-122.954","18"
"37.3739","36.0961","13"
"36.5865","139.8869","145"
"45.9328","47.6711","6017"
"35.6576","139.8065","281"
"43.5833","-5.75","58"
"39.7697","-89.6886","31"
"38.9194","-76.7871","14"
"61.7975","22.4063","13"
"53.0031","-1.5515","35"
"34.7267","135.4394","31"
"33.1864","130.4851","97"
"48.2492","22.0057","115"
"46.093","-88.646","21"
"-21.9288","-48.7831","18"
"-22.843","-42.2176","1448"
"60.0694","30.3908","702"
"-24.7","28.4","16313"
"40.8497","-8.3939","6"
"23.0812","73.1722","3243"
"52.1393","21.0117","42"
"30.2638","-97.7166","13"
"6.7397","125.3797","3016"
"40.0","-86.3507","20"
"22.3333","114.1667","250"
"40.6391","-8.4156","22"
"51.9536","6.3214","22"
"17.8667","101.6","1208"
"49.765","8.6519","90"
"52.5739","13.3224","468"
"48.3509","10.895","23"
"35.1201","138.8477","55933"
"53.9728","-6.7189","51"
"48.8024","2.2935","272"
"-33.45","-62.45","2"
"-1.4317","-45.6051","11"
"47.1435","-122.1678","26"
"47.3717","8.0797","3"
"52.4087","16.8366","16"
"45.4911","12.155","33"
"15.3667","73.9","9485"
"50.085","5.6684","113"
"46.3311","28.9728","62278"
"-20.3967","-48.0566","369"
"35.6679","139.7848","237"
"45.0565","-74.6852","31"
"37.95","139.2667","14"
"53.1327","26.0139","542"
"50.6293","19.3737","472"
"50.0878","20.0315","53"
"43.5588","-80.3004","34"
"51.0053","-2.1933","30"
"-22.3504","-51.6202","29"
"41.8783","-87.6907","98"
"17.0263","-97.9285","2"
"28.5658","-82.3737","90"
"52.1796","20.9951","24"
"43.3111","-3.0562","22"
"64.8283","-147.6557","7"
"53.4923","29.3356","235"
"35.332","-78.9212","30"
"50.1066","36.1211","13"
"51.839","5.8739","36"
"53.3722","14.6868","5"
"-4.7003","-50.5222","38"
"35.5392","139.4237","1"
"-27.2088","-49.632","16"
"42.706","-87.8014","40"
"34.8119","135.4923","27"
"49.7833","13.25","8"
"42.6438","-83.4076","63"
"38.0205","-8.2255","3"
"62.4365","29.9838","54"
"37.9694","-1.2171","11"
"51.1392","22.8213","6"
"45.9514","40.7006","2957"
"52.7055","4.6948","2"
"58.0371","12.8091","26"
"37.9258","-0.7285","1"
"39.0012","-90.9624","26"
"-27.2833","27.9667","16"
"42.216","-88.0771","11"
"45.6517","-72.6955","18"
"52.3539","4.9042","12"
"50.9977","-0.1031","28"
"44.6369","11.4174","7"
"34.988","135.9556","2626"
"52.4833","-2.0667","62"
"18.2269","-66.391","20"
"-20.0163","-44.4342","8"
"-17.8997","-40.021","14"
"51.223","22.6409","10"
"52.7573","0.4172","49283"
"49.0374","-122.8299","10"
"29.4275","-98.4601","14"
"39.1768","16.2874","116"
"37.1156","-107.8909","3"
"53.4407","14.5072","11"
"-18.1667","49.3833","18"
"51.6712","11.7707","3"
"34.7418","135.6032","114"
"56.96","37.51","54"
"37.3729","-121.856","10"
"39.2874","-80.3419","12"
"43.7196","-79.6854","19"
"14.8443","120.8104","33498"
"44.3619","11.6355","4"
"40.537","44.4105","6485"
"-21.7079","165.8252","1"
"50.8167","14.9833","2"
"45.1919","17.7075","1"
"51.1016","17.0001","7"
"50.2232","18.9759","15"
